"model","condition_label","graph_id","layer","R","R_z","R_z_clip"
"Qwen","Stable positive",11,25,-0.606325447559357,0.316251894408477,0.316251894408477
"Qwen","Stable positive",11,26,0.533719122409821,1.25050633867511,1.25050633867511
"Qwen","Stable positive",11,27,0.167176157236099,0.950128262897357,0.950128262897357
"Qwen","Stable positive",12,0,0.182216733694077,-0.650484764912492,-0.650484764912492
"Qwen","Stable positive",12,1,0.362063646316528,-0.572118232546865,-0.572118232546865
"Qwen","Stable positive",12,2,0.25398650765419,-0.61921178817963,-0.61921178817963
"Qwen","Stable positive",12,3,-0.111259967088699,-0.778364365596721,-0.778364365596721
"Qwen","Stable positive",12,4,-0.635881006717682,-1.0069628501761,-1.0069628501761
"Qwen","Stable positive",12,5,-0.731014430522919,-1.04841630871468,-1.04841630871468
"Qwen","Stable positive",12,6,-0.164593517780304,-0.801603938439551,-0.801603938439551
"Qwen","Stable positive",12,7,0.368670880794525,-0.569239194775145,-0.569239194775145
"Qwen","Stable positive",12,8,0.197204321622849,-0.643954070126708,-0.643954070126708
"Qwen","Stable positive",12,9,0.355236828327179,-0.575092951685023,-0.575092951685023
"Qwen","Stable positive",12,10,0.462078273296356,-0.528537837487738,-0.528537837487738
"Qwen","Stable positive",12,11,0.741849958896637,-0.40663006306513,-0.40663006306513
"Qwen","Stable positive",12,12,1.25903010368347,-0.181273875603744,-0.181273875603744
"Qwen","Stable positive",12,13,2.02071332931519,0.150622136862866,0.150622136862866
"Qwen","Stable positive",12,14,1.96437311172485,0.126072438339279,0.126072438339279
"Qwen","Stable positive",12,15,2.15048742294312,0.20716992831627,0.20716992831627
"Qwen","Stable positive",12,16,2.21854639053345,0.236825957483896,0.236825957483896
"Qwen","Stable positive",12,17,2.75683236122131,0.471378802060263,0.471378802060263
"Qwen","Stable positive",12,18,2.84567546844482,0.510091316699366,0.510091316699366
"Qwen","Stable positive",12,19,2.89220595359802,0.530366520302117,0.530366520302117
"Qwen","Stable positive",12,20,3.23549842834473,0.679952857041684,0.679952857041684
"Qwen","Stable positive",12,21,4.02200603485107,1.0226658505668,1.0226658505668
"Qwen","Stable positive",12,22,4.20285415649414,1.10146864996629,1.10146864996629
"Qwen","Stable positive",12,23,4.03159761428833,1.02684528745258,1.02684528745258
"Qwen","Stable positive",12,24,3.96472024917603,0.997704130002725,0.997704130002725
"Qwen","Stable positive",12,25,6.73751258850098,2.20592125997387,2.20592125997387
"Qwen","Stable positive",12,26,12.9593963623047,4.91704623301433,2.5
"Qwen","Stable positive",12,27,0.198866128921509,-0.643229953857171,-0.643229953857171
"Qwen","Stable positive",13,0,0.374240070581436,-0.295126855845445,-0.295126855845445
"Qwen","Stable positive",13,1,0.118383258581161,-0.452428267524779,-0.452428267524779
"Qwen","Stable positive",13,2,-0.330509930849075,-0.728408929671617,-0.728408929671617
"Qwen","Stable positive",13,3,0.168798178434372,-0.421433047969702,-0.421433047969702
"Qwen","Stable positive",13,4,0.000552430748939514,-0.524870956904232,-0.524870956904232
"Qwen","Stable positive",13,5,0.526243031024933,-0.201675053369401,-0.201675053369401
"Qwen","Stable positive",13,6,0.764521062374115,-0.0551811202574747,-0.0551811202574747
"Qwen","Stable positive",13,7,0.963711380958557,0.0672815887133358,0.0672815887133358
"Qwen","Stable positive",13,8,1.06939351558685,0.132255230948425,0.132255230948425
"Qwen","Stable positive",13,9,0.85759711265564,0.00204226960796602,0.00204226960796602
"Qwen","Stable positive",13,10,0.654297351837158,-0.122946934786497,-0.122946934786497
"Qwen","Stable positive",13,11,0.417161375284195,-0.268738729736629,-0.268738729736629
"Qwen","Stable positive",13,12,0.968269467353821,0.0700839116959678,0.0700839116959678
"Qwen","Stable positive",13,13,0.207203507423401,-0.397821355090573,-0.397821355090573
"Qwen","Stable positive",13,14,0.732204496860504,-0.0750494260343528,-0.0750494260343528
"Qwen","Stable positive",13,15,0.595457375049591,-0.159121900539817,-0.159121900539817
"Qwen","Stable positive",13,16,-0.0141451954841614,-0.533907094487309,-0.533907094487309
"Qwen","Stable positive",13,17,-0.459589958190918,-0.80776765520931,-0.80776765520931
"Qwen","Stable positive",13,18,-0.659676253795624,-0.930781213106197,-0.930781213106197
"Qwen","Stable positive",13,19,-0.0562209784984589,-0.559775391734971,-0.559775391734971
"Qwen","Stable positive",13,20,0.129290610551834,-0.445722400093474,-0.445722400093474
"Qwen","Stable positive",13,21,0.36137667298317,-0.303035305049438,-0.303035305049438
"Qwen","Stable positive",13,22,2.43423175811768,0.971361215993721,0.971361215993721
"Qwen","Stable positive",13,23,4.19088172912598,2.05135403739169,2.05135403739169
"Qwen","Stable positive",13,24,5.26036548614502,2.70887534171808,2.5
"Qwen","Stable positive",13,25,6.47308492660522,3.45445830456356,2.5
"Qwen","Stable positive",13,26,5.65945672988892,2.9542376423697,2.5
"Qwen","Stable positive",13,27,0.216756343841553,-0.391948247228526,-0.391948247228526
"Qwen","Stable positive",14,0,-0.72238677740097,-0.114973151052121,-0.114973151052121
"Qwen","Stable positive",14,1,-0.442395508289337,0.0962753833796593,0.0962753833796593
"Qwen","Stable positive",14,2,-0.340181469917297,0.173394094520035,0.173394094520035
"Qwen","Stable positive",14,3,-0.447009325027466,0.0927943390343876,0.0927943390343876
"Qwen","Stable positive",14,4,-0.470503777265549,0.0750681841499164,0.0750681841499164
"Qwen","Stable positive",14,5,-0.4415383040905,0.0969221290131489,0.0969221290131489
"Qwen","Stable positive",14,6,-0.810975432395935,-0.181811747821035,-0.181811747821035
"Qwen","Stable positive",14,7,-0.801999151706696,-0.175039300429134,-0.175039300429134
"Qwen","Stable positive",14,8,-0.37240931391716,0.149078747707729,0.149078747707729
"Qwen","Stable positive",14,9,-0.20634663105011,0.274370148724549,0.274370148724549
"Qwen","Stable positive",14,10,-0.850069463253021,-0.211307512991833,-0.211307512991833
"Qwen","Stable positive",14,11,-0.189569652080536,0.28702808706227,0.28702808706227
"Qwen","Stable positive",14,12,0.0400992333889008,0.460309259771463,0.460309259771463
"Qwen","Stable positive",14,13,-0.433335423469543,0.103111059527996,0.103111059527996
"Qwen","Stable positive",14,14,-0.861711502075195,-0.220091228451195,-0.220091228451195
"Qwen","Stable positive",14,15,-0.918987095355988,-0.263304665704676,-0.263304665704676
"Qwen","Stable positive",14,16,-0.0194686055183411,0.415366363129189,0.415366363129189
"Qwen","Stable positive",14,17,-0.557336330413818,0.00955453562886846,0.00955453562886846
"Qwen","Stable positive",14,18,-0.601702868938446,-0.0239192447174821,-0.0239192447174821
"Qwen","Stable positive",14,19,-0.781540632247925,-0.159603703933494,-0.159603703933494
"Qwen","Stable positive",14,20,1.3286566734314,1.43250339855232,1.43250339855232
"Qwen","Stable positive",14,21,0.499125003814697,0.806636206238522,0.806636206238522
"Qwen","Stable positive",14,22,1.23824775218964,1.36429144261356,1.36429144261356
"Qwen","Stable positive",14,23,2.21132874488831,2.09846409822254,2.09846409822254
"Qwen","Stable positive",14,24,2.58559465408325,2.38084120610903,2.38084120610903
"Qwen","Stable positive",14,25,2.03220820426941,1.96332077103085,1.96332077103085
"Qwen","Stable positive",14,26,2.38829445838928,2.23198164589597,2.23198164589597
"Qwen","Stable positive",14,27,2.68497085571289,2.45581881886912,2.45581881886912
"Qwen","Stable positive",15,0,-0.555944919586182,-0.674218979000879,-0.674218979000879
"Qwen","Stable positive",15,1,-0.248247906565666,-0.586947474726797,-0.586947474726797
"Qwen","Stable positive",15,2,-0.378171682357788,-0.623797502106137,-0.623797502106137
"Qwen","Stable positive",15,3,-0.0159019231796265,-0.52104763617104,-0.52104763617104
"Qwen","Stable positive",15,4,-0.12540939450264,-0.552107026893734,-0.552107026893734
"Qwen","Stable positive",15,5,-0.177530944347382,-0.566890160520527,-0.566890160520527
"Qwen","Stable positive",15,6,-0.386252820491791,-0.626089539569477,-0.626089539569477
"Qwen","Stable positive",15,7,-0.37507301568985,-0.622918633316673,-0.622918633316673
"Qwen","Stable positive",15,8,-0.511172711849213,-0.661520324956368,-0.661520324956368
"Qwen","Stable positive",15,9,-0.272733181715012,-0.593892185609335,-0.593892185609335
"Qwen","Stable positive",15,10,-0.415009468793869,-0.634245731696815,-0.634245731696815
"Qwen","Stable positive",15,11,-0.202847510576248,-0.57407064887223,-0.57407064887223
"Qwen","Stable positive",15,12,0.206762999296188,-0.457893618058291,-0.457893618058291
"Qwen","Stable positive",15,13,0.134677290916443,-0.478339147071417,-0.478339147071417
"Qwen","Stable positive",15,14,0.363659620285034,-0.413393335150753,-0.413393335150753
"Qwen","Stable positive",15,15,0.540462076663971,-0.363247198936835,-0.363247198936835
"Qwen","Stable positive",15,16,1.26575517654419,-0.157533730207326,-0.157533730207326
"Qwen","Stable positive",15,17,2.58342599868774,0.216194677675749,0.216194677675749
"Qwen","Stable positive",15,18,1.42486131191254,-0.112406767041435,-0.112406767041435
"Qwen","Stable positive",15,19,1.59761095046997,-0.06341012364956,-0.06341012364956
"Qwen","Stable positive",15,20,2.87763333320618,0.299640130720104,0.299640130720104
"Qwen","Stable positive",15,21,4.0388126373291,0.628983154261199,0.628983154261199
"Qwen","Stable positive",15,22,7.09112405776978,1.49470429519752,1.49470429519752
"Qwen","Stable positive",15,23,8.09022617340088,1.77807768156423,1.77807768156423
"Qwen","Stable positive",15,24,10.059362411499,2.33657995603374,2.33657995603374
"Qwen","Stable positive",15,25,13.6201419830322,3.34651692794515,2.5
"Qwen","Stable positive",15,26,16.4601612091064,4.15202604743175,2.5
"Qwen","Stable positive",15,27,3.53149271011353,0.485092991787085,0.485092991787085
"Qwen","Stable positive",16,0,-0.122296512126923,-0.756984855957206,-0.756984855957206
"Qwen","Stable positive",16,1,0.304040342569351,-0.505867417371873,-0.505867417371873
"Qwen","Stable positive",16,2,0.285165369510651,-0.516984999245588,-0.516984999245588
"Qwen","Stable positive",16,3,0.0340724587440491,-0.664881686815713,-0.664881686815713
"Qwen","Stable positive",16,4,0.0160674452781677,-0.67548685222293,-0.67548685222293
"Qwen","Stable positive",16,5,0.581973314285278,-0.342161617165051,-0.342161617165051
"Qwen","Stable positive",16,6,0.962536156177521,-0.118005612296983,-0.118005612296983
"Qwen","Stable positive",16,7,1.02678632736206,-0.0801615032578403,-0.0801615032578403
"Qwen","Stable positive",16,8,0.797254800796509,-0.21535828108927,-0.21535828108927
"Qwen","Stable positive",16,9,0.976000785827637,-0.11007478653798,-0.11007478653798
"Qwen","Stable positive",16,10,1.53977298736572,0.221993693201394,0.221993693201394
"Qwen","Stable positive",16,11,1.81975221633911,0.386904763080589,0.386904763080589
"Qwen","Stable positive",16,12,1.93096470832825,0.452410233272462,0.452410233272462
"Qwen","Stable positive",16,13,1.08284986019135,-0.047139420819848,-0.047139420819848
"Qwen","Stable positive",16,14,1.42365527153015,0.153598988277792,0.153598988277792
"Qwen","Stable positive",16,15,1.32585346698761,0.0959925712504792,0.0959925712504792
"Qwen","Stable positive",16,16,1.49294793605804,0.194413185402255,0.194413185402255
"Qwen","Stable positive",16,17,1.5234215259552,0.212362489468227,0.212362489468227
"Qwen","Stable positive",16,18,1.76055324077606,0.352035867871285,0.352035867871285
"Qwen","Stable positive",16,19,1.32857275009155,0.0975942610887574,0.0975942610887574
"Qwen","Stable positive",16,20,2.5307412147522,0.80568567347371,0.80568567347371
"Qwen","Stable positive",16,21,4.09797286987305,1.72880361312304,1.72880361312304
"Qwen","Stable positive",16,22,3.44073414802551,1.34168224993001,1.34168224993001
"Qwen","Stable positive",16,23,2.83969473838806,0.987662944832581,0.987662944832581
"Qwen","Stable positive",16,24,3.49874186515808,1.37584947986581,1.37584947986581
"Qwen","Stable positive",16,25,5.32261800765991,2.45013405122487,2.45013405122487
"Qwen","Stable positive",16,26,9.14284801483154,4.70029460769658,2.5
"Qwen","Stable positive",16,27,0.123885154724121,-0.611980949010566,-0.611980949010566
"Qwen","Stable positive",17,0,0.441402554512024,1.18448687435799,1.18448687435799
"Qwen","Stable positive",17,1,-0.0953829661011696,0.746434859852473,0.746434859852473
"Qwen","Stable positive",17,2,-0.291344702243805,0.586517295039585,0.586517295039585
"Qwen","Stable positive",17,3,-0.34393522143364,0.543599999415289,0.543599999415289
"Qwen","Stable positive",17,4,-0.485555171966553,0.428028877909912,0.428028877909912
"Qwen","Stable positive",17,5,-0.833670735359192,0.143943860768112,0.143943860768112
"Qwen","Stable positive",17,6,-1.28288245201111,-0.222642214791575,-0.222642214791575
"Qwen","Stable positive",17,7,-1.22503697872162,-0.175436533692837,-0.175436533692837
"Qwen","Stable positive",17,8,-1.15083646774292,-0.114884074538523,-0.114884074538523
"Qwen","Stable positive",17,9,-0.215152278542519,0.648695284964275,0.648695284964275
"Qwen","Stable positive",17,10,0.107469975948334,0.911976098393422,0.911976098393422
"Qwen","Stable positive",17,11,-0.0788096413016319,0.759959774435114,0.759959774435114
"Qwen","Stable positive",17,12,-0.703168869018555,0.250441900025844,0.250441900025844
"Qwen","Stable positive",17,13,-0.270524859428406,0.603507645443514,0.603507645443514
"Qwen","Stable positive",17,14,-0.897727727890015,0.0916691746155547,0.0916691746155547
"Qwen","Stable positive",17,15,-1.48982167243958,-0.391518123153145,-0.391518123153145
"Qwen","Stable positive",17,16,-2.52398729324341,-1.23546475757049,-1.23546475757049
"Qwen","Stable positive",17,17,-2.3763325214386,-1.11496882808536,-1.11496882808536
"Qwen","Stable positive",17,18,-1.85367488861084,-0.688446091974025,-0.688446091974025
"Qwen","Stable positive",17,19,-0.953133523464203,0.0464544297416083,0.0464544297416083
"Qwen","Stable positive",17,20,-1.79450261592865,-0.640157655986234,-0.640157655986234
"Qwen","Stable positive",17,21,-0.69954788684845,0.253396857775619,0.253396857775619
"Qwen","Stable positive",17,22,0.405577778816223,1.15525151952795,1.15525151952795
"Qwen","Stable positive",17,23,0.394836187362671,1.14648567992436,1.14648567992436
"Qwen","Stable positive",17,24,1.47221422195435,2.02569646395921,2.02569646395921
"Qwen","Stable positive",17,25,-0.837154626846313,0.14110077796195,0.14110077796195
"Qwen","Stable positive",17,26,0.152881860733032,0.949035159877989,0.949035159877989
"Qwen","Stable positive",17,27,0.0395748615264893,0.856569254308662,0.856569254308662
"Qwen","Stable positive",18,0,0.182430684566498,-0.650754097287682,-0.650754097287682
"Qwen","Stable positive",18,1,0.360071122646332,-0.573400165102817,-0.573400165102817
"Qwen","Stable positive",18,2,0.248656958341599,-0.621915715971863,-0.621915715971863
"Qwen","Stable positive",18,3,-0.118940532207489,-0.781986878048606,-0.781986878048606
"Qwen","Stable positive",18,4,-0.64142632484436,-1.00950450302218,-1.00950450302218
"Qwen","Stable positive",18,5,-0.736987471580505,-1.05111682138864,-1.05111682138864
"Qwen","Stable positive",18,6,-0.169276654720306,-0.803905856910591,-0.803905856910591
"Qwen","Stable positive",18,7,0.35596975684166,-0.5751861141567,-0.5751861141567
"Qwen","Stable positive",18,8,0.194204986095428,-0.645626950947367,-0.645626950947367
"Qwen","Stable positive",18,9,0.365656554698944,-0.570967976030942,-0.570967976030942
"Qwen","Stable positive",18,10,0.483754634857178,-0.519541898824257,-0.519541898824257
"Qwen","Stable positive",18,11,0.740156948566437,-0.407890929027644,-0.407890929027644
"Qwen","Stable positive",18,12,1.25752770900726,-0.182600656440126,-0.182600656440126
"Qwen","Stable positive",18,13,2.01231813430786,0.146074548392732,0.146074548392732
"Qwen","Stable positive",18,14,1.96460592746735,0.125298159569187,0.125298159569187
"Qwen","Stable positive",18,15,2.16144275665283,0.211011203856182,0.211011203856182
"Qwen","Stable positive",18,16,2.20198774337769,0.228666610403542,0.228666610403542
"Qwen","Stable positive",18,17,2.71773719787598,0.453250881636383,0.453250881636383
"Qwen","Stable positive",18,18,2.85928678512573,0.514888970864651,0.514888970864651
"Qwen","Stable positive",18,19,2.90114521980286,0.533116321305679,0.533116321305679
"Qwen","Stable positive",18,20,3.22850847244263,0.675667393112501,0.675667393112501
"Qwen","Stable positive",18,21,3.90921783447266,0.972083830705442,0.972083830705442
"Qwen","Stable positive",18,22,4.19688034057617,1.09734712227231,1.09734712227231
"Qwen","Stable positive",18,23,4.12655544281006,1.06672398583159,1.06672398583159
"Qwen","Stable positive",18,24,4.08650016784668,1.0492818253829,1.0492818253829
"Qwen","Stable positive",18,25,6.77862644195557,2.22157432528613,2.22157432528613
"Qwen","Stable positive",18,26,13.0116662979126,4.93576568585111,2.5
"Qwen","Stable positive",18,27,0.23049521446228,-0.629824288589593,-0.629824288589593
"Qwen","Stable positive",19,0,0.373411804437637,-0.287759269587059,-0.287759269587059
"Qwen","Stable positive",19,1,0.11818789690733,-0.443623877610296,-0.443623877610296
"Qwen","Stable positive",19,2,-0.327396303415298,-0.71574104483291,-0.71574104483291
